pid,qid,query,cost,time
testIntersectToDistinct,LR-2,"SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"" FROM (SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM (SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 10 AS ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM ""EMP"" WHERE ""DEPTNO"" = 10 GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"" UNION ALL SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 20 AS ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM ""EMP"" WHERE ""DEPTNO"" = 20 GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"") AS ""T1234"" GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"" UNION ALL SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 30 AS ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM (SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"", COUNT(*) AS ""F9"" FROM ""EMP"" WHERE ""DEPTNO"" = 30 GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"") AS ""T1237"" GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"") AS ""T1240"" GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"" HAVING COALESCE(SUM(""F9""), 0) = 3",189299.09,2530.1425
testEmptyProject2,input-1,"SELECT ""X"" + ""Y"" + ""X"" FROM (VALUES (10, 1), (30, 3)) AS ""t"" (""X"", ""Y"") WHERE ""X"" + ""Y"" > 50",0.04,0.5925
testEmptyProject2,SC-1,"SELECT tmp0 FROM ((VALUES (NULL))) AS ""T_cte_empty""(tmp0) WHERE 1 = 0",0.01,0.2695
testEmptyProject2,LR-1,"SELECT ""X"" + ""Y"" + ""X"" FROM (VALUES (10, 1), (30, 3)) AS ""T2501"" (""X"", ""Y"") WHERE ""X"" + ""Y"" > 50",0.04,0.5875
testEmptyProject2,input-2,"SELECT * FROM (VALUES (NULL)) AS ""t"" (""EXPR$0"") WHERE 1 = 0",0.01,0.7450000000000001
testEmptyProject2,LR-2,"SELECT * FROM (VALUES (NULL)) AS ""T"" (""EXPR0"") WHERE 1 = 0",0.01,0.331
testSemiJoinProjectTranspose,input-1,"SELECT ""NAME"" FROM ""DEPT"" WHERE EXISTS (SELECT 1 FROM (SELECT 2 * ""DEPTNO"" AS ""$f0"" FROM ""DEPT"" GROUP BY 2 * ""DEPTNO"") AS ""t0"" WHERE ""DEPT"".""DEPTNO"" = ""t0"".""$f0"")",2939.01,45.341499999999996
testSemiJoinProjectTranspose,input-2,"SELECT ""NAME"" FROM (SELECT ""DEPTNO"", ""NAME"" FROM ""DEPT"" WHERE EXISTS (SELECT 1 FROM (SELECT 2 * ""DEPTNO"" AS ""$f0"" FROM ""DEPT"" GROUP BY 2 * ""DEPTNO"") AS ""t5"" WHERE ""DEPTNO"" = ""t5"".""$f0"")) AS ""t2""",2939.01,39.4065
testEmptyFilterProjectUnion,input-1,"SELECT * FROM (SELECT * FROM (VALUES (10, 1), (30, 3)) AS ""t"" (""X"", ""Y"") UNION ALL SELECT * FROM (VALUES (20, 2)) AS ""t"" (""EXPR$0"", ""EXPR$1"")) AS ""t3"" WHERE ""X"" + ""Y"" > 30",0.03,0.41800000000000004
testEmptyFilterProjectUnion,LR-1,"SELECT * FROM (VALUES (10, 1), (30, 3)) AS ""T3439"" (""X"", ""Y"") WHERE ""X"" + ""Y"" > 30 UNION ALL SELECT * FROM (VALUES (20, 2)) AS ""T3441"" (""EXPR0"", ""EXPR1"") WHERE ""EXPR0"" + ""EXPR1"" > 30",0.07,0.4325
testEmptyFilterProjectUnion,input-2,"SELECT * FROM (VALUES (30, 3)) AS ""t"" (""X"", ""Y"")",0.01,0.757
testEmptyFilterProjectUnion,LR-2,"SELECT * FROM (VALUES (30, 3)) AS ""T"" (""X"", ""Y"")",0.01,0.5940000000000001
testExistsWithNoRowSubQuery,input-1,"SELECT * FROM ""DEPT"" WHERE NOT EXISTS (SELECT * FROM (VALUES (NULL)) AS ""t"" (""EXPR$0"") WHERE 1 = 0)",617.01,10.098
testExistsWithNoRowSubQuery,input-2,"SELECT * FROM ""DEPT""",617.0,7.326499999999999
testExistsWithNoRowSubQuery,LR-2,"SELECT * FROM ""DEPT""",617.0,7.61
testSortProjectTranspose1,input-1,"SELECT ""DEPTNO"", ""DEPTNO"" FROM ""DEPT"" ORDER BY 2 OFFSET 1 ROWS",1048.29,15.4265
testSortProjectTranspose1,LR-1,"SELECT ""DEPTNO"", ""DEPTNO"" AS ""DEPTNO0"" FROM ""DEPT"" ORDER BY ""DEPTNO"" OFFSET 1 ROWS",1048.29,15.7905
testSortProjectTranspose1,input-2,"SELECT ""DEPTNO"", ""DEPTNO"" FROM ""DEPT"" ORDER BY ""DEPTNO"" OFFSET 1 ROWS",1048.29,15.869499999999999
testSortProjectTranspose2,input-1,"SELECT ""DEPTNO"", CAST(""DEPTNO"" AS DOUBLE PRECISION) FROM ""DEPT"" ORDER BY CAST(""DEPTNO"" AS DOUBLE PRECISION) OFFSET 1 ROWS",3874.54,17.6415
testLeftEmptyLeftJoin,input-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE FALSE) AS ""t0"" LEFT JOIN ""DEPT"" ON ""t0"".""DEPTNO"" = ""DEPT"".""DEPTNO""",0.0,0.546
testLeftEmptyLeftJoin,input-2,"SELECT * FROM (VALUES (NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)) AS ""t"" (""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"", ""DEPTNO0"", ""NAME"") WHERE 1 = 0",0.01,0.354
testLeftEmptyLeftJoin,LR-2,"SELECT * FROM (VALUES (NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)) AS ""T"" (""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"", ""DEPTNO0"", ""NAME"") WHERE 1 = 0",0.01,0.259
testPullNull,input-1,"SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 7 AND ""EMPNO"" = 10 AND ""MGR"" IS NULL AND ""EMPNO"" = 10",8.45,1.5725
testPullNull,input-2,"SELECT 10 AS ""EMPNO"", ""ENAME"", ""JOB"", CAST(NULL AS INTEGER) AS ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 7 AS ""DEPTNO"", ""SLACKER"" FROM ""EMP"" WHERE ""DEPTNO"" = 7 AND ""EMPNO"" = 10 AND ""MGR"" IS NULL",8.45,2.0045
testReduceCastAndConsts,input-1,"SELECT * FROM ""EMP"" WHERE CAST(""EMPNO"" + 10 / 2 AS INTEGER) = 13",69237.79,933.0074999999999
testReduceCastAndConsts,LR-1,"SELECT * FROM ""EMP"" WHERE ""EMPNO"" + 10 / 2 = 13",69237.79,882.5925
testReduceCastAndConsts,input-2,"SELECT * FROM ""EMP"" WHERE ""EMPNO"" + 5 = 13",69237.79,1120.007
testReduceCastAndConsts,LR-2,"SELECT * FROM ""EMP"" WHERE ""EMPNO"" + 5 = 13",69237.79,889.3135
testAggregateCaseToFilter,input-1,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT CASE WHEN ""JOB"" = 'CLERK' THEN ""DEPTNO"" ELSE NULL END) AS ""COUNT_DISTINCT_CLERK"", SUM(CASE WHEN ""DEPTNO"" = 10 THEN ""SAL"" ELSE NULL END) AS ""SUM_SAL_D10"", SUM(CASE WHEN ""DEPTNO"" = 20 THEN ""SAL"" ELSE 0 END) AS ""SUM_SAL_D20"", SUM(CASE WHEN ""DEPTNO"" = 30 THEN 1 ELSE 0 END) AS ""COUNT_D30"", COUNT(CASE WHEN ""DEPTNO"" = 40 THEN 'x' ELSE NULL END) AS ""COUNT_D40"", SUM(CASE WHEN ""DEPTNO"" = 45 THEN 1 ELSE NULL END) AS ""COUNT_D45"", SUM(CASE WHEN ""DEPTNO"" = 50 THEN 1 ELSE NULL END) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(CASE WHEN ""DEPTNO"" = 70 THEN NULL ELSE 1 END) AS ""SUM_NULL_D70"", COUNT(CASE WHEN ""DEPTNO"" = 20 THEN 1 ELSE NULL END) AS ""COUNT_D20"" FROM ""EMP""",281235.97,1609.7555
testAggregateCaseToFilter,LR-1,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT CASE WHEN ""JOB"" = 'CLERK' THEN ""DEPTNO"" ELSE NULL END) AS ""COUNT_DISTINCT_CLERK"", SUM(CASE WHEN ""DEPTNO"" = 10 THEN ""SAL"" ELSE NULL END) AS ""SUM_SAL_D10"", SUM(CASE WHEN ""DEPTNO"" = 20 THEN ""SAL"" ELSE 0 END) AS ""SUM_SAL_D20"", SUM(CASE WHEN ""DEPTNO"" = 30 THEN 1 ELSE 0 END) AS ""COUNT_D30"", COUNT(CASE WHEN ""DEPTNO"" = 40 THEN 'X' ELSE NULL END) AS ""COUNT_D40"", SUM(CASE WHEN ""DEPTNO"" = 45 THEN 1 ELSE NULL END) AS ""COUNT_D45"", SUM(CASE WHEN ""DEPTNO"" = 50 THEN 1 ELSE NULL END) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(CASE WHEN ""DEPTNO"" = 70 THEN NULL ELSE 1 END) AS ""SUM_NULL_D70"", COUNT(CASE WHEN ""DEPTNO"" = 20 THEN 1 ELSE NULL END) AS ""COUNT_D20"" FROM ""EMP""",281235.97,1676.4724999999999
testAggregateCaseToFilter,input-2,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT ""DEPTNO"") FILTER (WHERE ""JOB"" = 'CLERK') AS ""COUNT_DISTINCT_CLERK"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 10) AS ""SUM_SAL_D10"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 20) AS ""SUM_SAL_D20"", CAST(COUNT(*) FILTER (WHERE ""DEPTNO"" = 30) AS INTEGER) AS ""COUNT_D30"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 40) AS ""COUNT_D40"", SUM(1) FILTER (WHERE ""DEPTNO"" = 45) AS ""COUNT_D45"", SUM(1) FILTER (WHERE ""DEPTNO"" = 50) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(1) FILTER (WHERE ""DEPTNO"" <> 70) AS ""SUM_NULL_D70"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 20) AS ""COUNT_D20"" FROM ""EMP""",281235.98,1476.9555
testAggregateCaseToFilter,LR-2,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT ""DEPTNO"") FILTER (WHERE ""JOB"" = 'CLERK') AS ""COUNT_DISTINCT_CLERK"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 10) AS ""SUM_SAL_D10"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 20) AS ""SUM_SAL_D20"", CAST(COUNT(*) FILTER (WHERE ""DEPTNO"" = 30) AS INTEGER) AS ""COUNT_D30"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 40) AS ""COUNT_D40"", SUM(1) FILTER (WHERE ""DEPTNO"" = 45) AS ""COUNT_D45"", SUM(1) FILTER (WHERE ""DEPTNO"" = 50) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(1) FILTER (WHERE ""DEPTNO"" <> 70) AS ""SUM_NULL_D70"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 20) AS ""COUNT_D20"" FROM ""EMP""",281235.98,1496.6779999999999
testPushCountNullableThroughUnion,input-1,"SELECT ""ENAME"", COUNT(""MGR"") FROM (SELECT * FROM ""EMP"" UNION ALL SELECT * FROM ""EMP"") AS ""t1"" GROUP BY ""ENAME""",150202.43,3589.2375
testPushCountNullableThroughUnion,input-2,"SELECT ""ENAME"", COALESCE(SUM(""EXPR$1""), 0) FROM (SELECT ""ENAME"", COUNT(""MGR"") AS ""EXPR$1"" FROM ""EMP"" GROUP BY ""ENAME"" UNION ALL SELECT ""ENAME"", COUNT(""MGR"") AS ""EXPR$1"" FROM ""EMP"" GROUP BY ""ENAME"") AS ""t8"" GROUP BY ""ENAME""",103442.63,3778.026
testReduceCase,input-1,"SELECT CASE WHEN FALSE THEN 2.1 ELSE 1 END AS ""NEWCOL"" FROM ""EMP""",81237.66,877.858
testReduceCase,LR-1,"SELECT CASE WHEN FALSE THEN 2.1 ELSE 1 END AS ""NEWCOL"" FROM ""EMP""",81237.66,929.4110000000001
testReduceCase,input-2,"SELECT 1 AS ""NEWCOL"" FROM ""EMP""",81237.66,901.3005
testReduceCase,LR-2,"SELECT 1 AS ""NEWCOL"" FROM ""EMP""",81237.66,897.034
testEmptyAggregateEmptyKeyWithAggregateValuesRule,input-1,"SELECT COUNT(*), SUM(""EMPNO"") FROM ""EMP"" WHERE FALSE",0.01,1.0265
testEmptyAggregateEmptyKeyWithAggregateValuesRule,LR-1,"SELECT * FROM (VALUES (0, NULL)) AS ""T"" (""EXPR0"", ""EXPR1"")",0.01,0.732
testEmptyAggregateEmptyKeyWithAggregateValuesRule,input-2,"SELECT * FROM (VALUES (0, NULL)) AS ""t"" (""EXPR$0"", ""EXPR$1"")",0.01,0.591
testEmptyAggregateEmptyKeyWithAggregateValuesRule,LR-2,"SELECT * FROM (VALUES (0, NULL)) AS ""T"" (""EXPR0"", ""EXPR1"")",0.01,0.967
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,input-1,"SELECT ""t"".""DEPTNO"" AS ""DEPARTMENT_ID"", ""t"".""SAL"" AS ""SALARY"" FROM (SELECT ""SAL"", ""DEPTNO"" FROM ""EMP"") AS ""t"" INNER JOIN (SELECT ""DEPTNO"" FROM ""DEPT"") AS ""t0"" ON ""t"".""DEPTNO"" = ""t0"".""DEPTNO""",92855.68,1730.638
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,LR-1,"SELECT ""T"".""DEPTNO"" AS ""DEPARTMENT_ID"", ""T"".""SAL"" AS ""SALARY"" FROM (SELECT ""SAL"", ""DEPTNO"" FROM ""EMP"") AS ""T"" INNER JOIN (SELECT ""DEPTNO"" FROM ""DEPT"") AS ""T0"" ON ""T"".""DEPTNO"" = ""T0"".""DEPTNO""",92855.68,1729.722
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,input-2,"SELECT ""DEPTNO"" AS ""DEPARTMENT_ID"", ""SAL"" AS ""SALARY"" FROM (SELECT ""SAL"", ""DEPTNO"" FROM ""EMP"" WHERE EXISTS (SELECT 1 FROM (SELECT ""DEPTNO"" FROM ""DEPT"") AS ""t3"" WHERE ""DEPTNO"" = ""t3"".""DEPTNO"")) AS ""t2""",81237.68,1211.4699999999998
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,WT-2,"SELECT ""EMP"".""DEPTNO"" AS ""DEPARTMENT_ID"", ""EMP"".""SAL"" AS ""SALARY"" FROM ""EMP"" AS ""EMP"" WHERE EXISTS (SELECT 1 FROM ""DEPT"" AS ""DEPT"" WHERE ""DEPT"".""DEPTNO"" = ""DEPT"".""DEPTNO"")",81237.68,1213.0375
testPullConstantThroughAggregateAllConst,input-1,"SELECT ""t"".""EXPR$0"", 2 + 3 AS ""$f1"", MAX(""t"".""FIVE"") FROM ""EMP"", (VALUES (4, 5)) AS ""t"" (""EXPR$0"", ""FIVE"") GROUP BY ""t"".""EXPR$0"", 2 + 3",71404.65,1193.673
testPullConstantThroughAggregateAllConst,SC-1,"SELECT ""t"".""EXPR$0"", 2 + 3 AS ""$f1"", MAX(""t"".""FIVE"") FROM (VALUES (4, 5)) AS ""t"" (""EXPR$0"", ""FIVE"") GROUP BY ""t"".""EXPR$0""",0.03,0.8825000000000001
testPullConstantThroughAggregateAllConst,LR-1,"SELECT ""T5827"".""EXPR0"", 2 + 3 AS ""F1"", ""T5827"".""FIVE"" FROM (SELECT FROM ""EMP"" GROUP BY ()) AS ""T5826"", (VALUES (4, 5)) AS ""T5827"" (""EXPR0"", ""FIVE"")",0.02,0.34099999999999997
testPullConstantThroughAggregateAllConst,input-2,"SELECT ""t2"".""EXPR$0"", 2 + 3, MAX(""t2"".""FIVE"") FROM ""EMP"" AS ""EMP0"", (VALUES (4, 5)) AS ""t2"" (""EXPR$0"", ""FIVE"") GROUP BY ""t2"".""EXPR$0""",67238.01,1325.973
testPullConstantThroughAggregateAllConst,SC-2,"SELECT ""t2"".""EXPR$0"", 2 + 3, MAX(""t2"".""FIVE"") FROM (VALUES (4, 5)) AS ""t2"" (""EXPR$0"", ""FIVE"") GROUP BY ""t2"".""EXPR$0""",0.03,0.961
testPullConstantThroughAggregateAllConst,LR-2,"SELECT ""T6027"".""EXPR0"", 2 + 3, ""T6027"".""FIVE"" FROM (SELECT FROM ""EMP"" GROUP BY ()) AS ""T6026"", (VALUES (4, 5)) AS ""T6027"" (""EXPR0"", ""FIVE"")",0.02,0.511
testGroupByDateLiteralSimple,input-1,"SELECT AVG(""EMP"".""SAL"") FROM ""EMP"", (VALUES (DATE '2022-01-01')) AS ""t"" (""$f0"") GROUP BY ""t"".""$f0""",67238.02,1546.1275
testGroupByDateLiteralSimple,LR-1,"SELECT AVG(""EMP1127"".""SAL"") FROM ""EMP"" AS ""EMP1127"", (VALUES (DATE '2022-01-01')) AS ""T6211"" (""F0"") GROUP BY ""T6211"".""F0""",67238.02,1299.231
testGroupByDateLiteralSimple,input-2,"SELECT AVG(""EMP0"".""SAL"") FROM ""EMP"" AS ""EMP0"", (VALUES (DATE '2022-01-01')) AS ""t3"" (""$f0"") GROUP BY ""t3"".""$f0""",67238.02,1634.6444999999999
testGroupByDateLiteralSimple,LR-2,"SELECT AVG(""EMP1192"".""SAL"") FROM ""EMP"" AS ""EMP1192"", (VALUES (DATE '2022-01-01')) AS ""T6408"" (""F0"") GROUP BY ""T6408"".""F0""",67238.02,1393.532
testReduceValuesUnderProjectFilter,input-1,"SELECT ""A"" + ""B"" AS ""X"", ""B"", ""A"" FROM (VALUES (10, 1), (30, 7), (20, 3)) AS ""t"" (""A"", ""B"") WHERE ""A"" - ""B"" < 21",0.05,0.5725
testReduceValuesUnderProjectFilter,LR-1,"SELECT ""A"" + ""B"" AS ""X"", ""B"", ""A"" FROM (VALUES (10, 1), (30, 7), (20, 3)) AS ""T6618"" (""A"", ""B"") WHERE ""A"" - ""B"" < 21",0.05,0.653
testReduceValuesUnderProjectFilter,input-2,"SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS ""t"" (""X"", ""B"", ""A"")",0.03,0.4855
testReduceValuesUnderProjectFilter,LR-2,"SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS ""T"" (""X"", ""B"", ""A"")",0.03,0.5145
testMergeMinus,input-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""t"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",189259.47,2077.077
testMergeMinus,LR-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""T"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",189259.47,1712.848
testMergeMinus,input-2,"SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",189258.47,1762.409
testMergeMinus,LR-2,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""T"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",189259.47,2086.9750000000004
testDistinctWithDiffFiltersAndSameGroupSet,input-1,"SELECT COUNT(DISTINCT ""SAL"" > 1000) FILTER (WHERE ""SAL"" < 500), COUNT(DISTINCT ""SAL"" < 500) FILTER (WHERE ""SAL"" > 1000) FROM ""EMP""",141237.16,1674.6025
testDistinctWithDiffFiltersAndSameGroupSet,LR-1,"SELECT COUNT(DISTINCT ""SAL"" > 1000) FILTER (WHERE ""SAL"" < 500), COUNT(DISTINCT ""SAL"" < 500) FILTER (WHERE ""SAL"" > 1000) FROM ""EMP""",141237.16,1674.347
testDistinctWithDiffFiltersAndSameGroupSet,input-2,"SELECT COUNT(""C"") FILTER (WHERE ""$g_0_f_1""), COUNT(""D"") FILTER (WHERE ""$g_0_f_0"") FROM (SELECT ""SAL"" > 1000 AS ""C"", ""SAL"" < 500 AS ""D"", GROUPING(""SAL"" > 1000, ""SAL"" < 500) = 0 AND ""SAL"" > 1000 AS ""$g_0_f_0"", GROUPING(""SAL"" > 1000, ""SAL"" < 500) = 0 AND ""SAL"" < 500 AS ""$g_0_f_1"" FROM ""EMP"" GROUP BY ""SAL"" > 1000, ""SAL"" < 500) AS ""t3""",75572.34,1651.461
