pid,qid,query,cost,time
testIntersectToDistinct,LR-2,"SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"" FROM (SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM (SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 10 AS ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM ""EMP"" WHERE ""DEPTNO"" = 10 GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"" UNION ALL SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 20 AS ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM ""EMP"" WHERE ""DEPTNO"" = 20 GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"") AS ""T1234"" GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"" UNION ALL SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 30 AS ""DEPTNO"", ""SLACKER"", COUNT(*) AS ""F9"" FROM (SELECT ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"", COUNT(*) AS ""F9"" FROM ""EMP"" WHERE ""DEPTNO"" = 30 GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"") AS ""T1237"" GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""SLACKER"") AS ""T1240"" GROUP BY ""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"" HAVING COALESCE(SUM(""F9""), 0) = 3",15919.34,146.2835
testEmptyProject2,input-1,"SELECT ""X"" + ""Y"" + ""X"" FROM (VALUES (10, 1), (30, 3)) AS ""t"" (""X"", ""Y"") WHERE ""X"" + ""Y"" > 50",0.04,0.669
testEmptyProject2,SC-1,"SELECT tmp0 FROM ((VALUES (NULL))) AS ""T_cte_empty""(tmp0) WHERE 1 = 0",0.01,0.485
testEmptyProject2,LR-1,"SELECT ""X"" + ""Y"" + ""X"" FROM (VALUES (10, 1), (30, 3)) AS ""T2501"" (""X"", ""Y"") WHERE ""X"" + ""Y"" > 50",0.04,0.7
testEmptyProject2,input-2,"SELECT * FROM (VALUES (NULL)) AS ""t"" (""EXPR$0"") WHERE 1 = 0",0.01,0.546
testEmptyProject2,LR-2,"SELECT * FROM (VALUES (NULL)) AS ""T"" (""EXPR0"") WHERE 1 = 0",0.01,0.327
testSemiJoinProjectTranspose,input-1,"SELECT ""NAME"" FROM ""DEPT"" WHERE EXISTS (SELECT 1 FROM (SELECT 2 * ""DEPTNO"" AS ""$f0"" FROM ""DEPT"" GROUP BY 2 * ""DEPTNO"") AS ""t0"" WHERE ""DEPT"".""DEPTNO"" = ""t0"".""$f0"")",184.57,4.3195
testSemiJoinProjectTranspose,input-2,"SELECT ""NAME"" FROM (SELECT ""DEPTNO"", ""NAME"" FROM ""DEPT"" WHERE EXISTS (SELECT 1 FROM (SELECT 2 * ""DEPTNO"" AS ""$f0"" FROM ""DEPT"" GROUP BY 2 * ""DEPTNO"") AS ""t5"" WHERE ""DEPTNO"" = ""t5"".""$f0"")) AS ""t2""",184.57,3.4299999999999997
testEmptyFilterProjectUnion,input-1,"SELECT * FROM (SELECT * FROM (VALUES (10, 1), (30, 3)) AS ""t"" (""X"", ""Y"") UNION ALL SELECT * FROM (VALUES (20, 2)) AS ""t"" (""EXPR$0"", ""EXPR$1"")) AS ""t3"" WHERE ""X"" + ""Y"" > 30",0.03,0.34950000000000003
testEmptyFilterProjectUnion,LR-1,"SELECT * FROM (VALUES (10, 1), (30, 3)) AS ""T3439"" (""X"", ""Y"") WHERE ""X"" + ""Y"" > 30 UNION ALL SELECT * FROM (VALUES (20, 2)) AS ""T3441"" (""EXPR0"", ""EXPR1"") WHERE ""EXPR0"" + ""EXPR1"" > 30",0.07,0.3005
testEmptyFilterProjectUnion,input-2,"SELECT * FROM (VALUES (30, 3)) AS ""t"" (""X"", ""Y"")",0.01,1.2534999999999998
testEmptyFilterProjectUnion,LR-2,"SELECT * FROM (VALUES (30, 3)) AS ""T"" (""X"", ""Y"")",0.01,0.76
testExistsWithNoRowSubQuery,input-1,"SELECT * FROM ""DEPT"" WHERE NOT EXISTS (SELECT * FROM (VALUES (NULL)) AS ""t"" (""EXPR$0"") WHERE 1 = 0)",39.01,1.376
testExistsWithNoRowSubQuery,input-2,"SELECT * FROM ""DEPT""",39.0,1.4785
testExistsWithNoRowSubQuery,LR-2,"SELECT * FROM ""DEPT""",39.0,1.5965
testSortProjectTranspose1,input-1,"SELECT ""DEPTNO"", ""DEPTNO"" FROM ""DEPT"" ORDER BY 2 OFFSET 1 ROWS",73.78,2.0215
testSortProjectTranspose1,LR-1,"SELECT ""DEPTNO"", ""DEPTNO"" AS ""DEPTNO0"" FROM ""DEPT"" ORDER BY ""DEPTNO"" OFFSET 1 ROWS",73.78,2.0095
testSortProjectTranspose1,input-2,"SELECT ""DEPTNO"", ""DEPTNO"" FROM ""DEPT"" ORDER BY ""DEPTNO"" OFFSET 1 ROWS",73.78,2.071
testSortProjectTranspose2,input-1,"SELECT ""DEPTNO"", CAST(""DEPTNO"" AS DOUBLE PRECISION) FROM ""DEPT"" ORDER BY CAST(""DEPTNO"" AS DOUBLE PRECISION) OFFSET 1 ROWS",192.6,2.6635
testLeftEmptyLeftJoin,input-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE FALSE) AS ""t0"" LEFT JOIN ""DEPT"" ON ""t0"".""DEPTNO"" = ""DEPT"".""DEPTNO""",0.0,0.9525
testLeftEmptyLeftJoin,input-2,"SELECT * FROM (VALUES (NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)) AS ""t"" (""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"", ""DEPTNO0"", ""NAME"") WHERE 1 = 0",0.01,0.3175
testLeftEmptyLeftJoin,LR-2,"SELECT * FROM (VALUES (NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)) AS ""T"" (""EMPNO"", ""ENAME"", ""JOB"", ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", ""DEPTNO"", ""SLACKER"", ""DEPTNO0"", ""NAME"") WHERE 1 = 0",0.01,0.2835
testPullNull,input-1,"SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 7 AND ""EMPNO"" = 10 AND ""MGR"" IS NULL AND ""EMPNO"" = 10",8.44,2.359
testPullNull,input-2,"SELECT 10 AS ""EMPNO"", ""ENAME"", ""JOB"", CAST(NULL AS INTEGER) AS ""MGR"", ""HIREDATE"", ""SAL"", ""COMM"", 7 AS ""DEPTNO"", ""SLACKER"" FROM ""EMP"" WHERE ""DEPTNO"" = 7 AND ""EMPNO"" = 10 AND ""MGR"" IS NULL",8.44,0.954
testReduceCastAndConsts,input-1,"SELECT * FROM ""EMP"" WHERE CAST(""EMPNO"" + 10 / 2 AS INTEGER) = 13",5771.88,58.6195
testReduceCastAndConsts,LR-1,"SELECT * FROM ""EMP"" WHERE ""EMPNO"" + 10 / 2 = 13",5771.88,64.8605
testReduceCastAndConsts,input-2,"SELECT * FROM ""EMP"" WHERE ""EMPNO"" + 5 = 13",5771.88,56.303
testReduceCastAndConsts,LR-2,"SELECT * FROM ""EMP"" WHERE ""EMPNO"" + 5 = 13",5771.88,73.74
testAggregateCaseToFilter,input-1,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT CASE WHEN ""JOB"" = 'CLERK' THEN ""DEPTNO"" ELSE NULL END) AS ""COUNT_DISTINCT_CLERK"", SUM(CASE WHEN ""DEPTNO"" = 10 THEN ""SAL"" ELSE NULL END) AS ""SUM_SAL_D10"", SUM(CASE WHEN ""DEPTNO"" = 20 THEN ""SAL"" ELSE 0 END) AS ""SUM_SAL_D20"", SUM(CASE WHEN ""DEPTNO"" = 30 THEN 1 ELSE 0 END) AS ""COUNT_D30"", COUNT(CASE WHEN ""DEPTNO"" = 40 THEN 'x' ELSE NULL END) AS ""COUNT_D40"", SUM(CASE WHEN ""DEPTNO"" = 45 THEN 1 ELSE NULL END) AS ""COUNT_D45"", SUM(CASE WHEN ""DEPTNO"" = 50 THEN 1 ELSE NULL END) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(CASE WHEN ""DEPTNO"" = 70 THEN NULL ELSE 1 END) AS ""SUM_NULL_D70"", COUNT(CASE WHEN ""DEPTNO"" = 20 THEN 1 ELSE NULL END) AS ""COUNT_D20"" FROM ""EMP""",17441.01,106.787
testAggregateCaseToFilter,LR-1,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT CASE WHEN ""JOB"" = 'CLERK' THEN ""DEPTNO"" ELSE NULL END) AS ""COUNT_DISTINCT_CLERK"", SUM(CASE WHEN ""DEPTNO"" = 10 THEN ""SAL"" ELSE NULL END) AS ""SUM_SAL_D10"", SUM(CASE WHEN ""DEPTNO"" = 20 THEN ""SAL"" ELSE 0 END) AS ""SUM_SAL_D20"", SUM(CASE WHEN ""DEPTNO"" = 30 THEN 1 ELSE 0 END) AS ""COUNT_D30"", COUNT(CASE WHEN ""DEPTNO"" = 40 THEN 'X' ELSE NULL END) AS ""COUNT_D40"", SUM(CASE WHEN ""DEPTNO"" = 45 THEN 1 ELSE NULL END) AS ""COUNT_D45"", SUM(CASE WHEN ""DEPTNO"" = 50 THEN 1 ELSE NULL END) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(CASE WHEN ""DEPTNO"" = 70 THEN NULL ELSE 1 END) AS ""SUM_NULL_D70"", COUNT(CASE WHEN ""DEPTNO"" = 20 THEN 1 ELSE NULL END) AS ""COUNT_D20"" FROM ""EMP""",17441.01,104.20750000000001
testAggregateCaseToFilter,input-2,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT ""DEPTNO"") FILTER (WHERE ""JOB"" = 'CLERK') AS ""COUNT_DISTINCT_CLERK"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 10) AS ""SUM_SAL_D10"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 20) AS ""SUM_SAL_D20"", CAST(COUNT(*) FILTER (WHERE ""DEPTNO"" = 30) AS INTEGER) AS ""COUNT_D30"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 40) AS ""COUNT_D40"", SUM(1) FILTER (WHERE ""DEPTNO"" = 45) AS ""COUNT_D45"", SUM(1) FILTER (WHERE ""DEPTNO"" = 50) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(1) FILTER (WHERE ""DEPTNO"" <> 70) AS ""SUM_NULL_D70"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 20) AS ""COUNT_D20"" FROM ""EMP""",17441.01,90.02000000000001
testAggregateCaseToFilter,LR-2,"SELECT SUM(""SAL"") AS ""SUM_SAL"", COUNT(DISTINCT ""DEPTNO"") FILTER (WHERE ""JOB"" = 'CLERK') AS ""COUNT_DISTINCT_CLERK"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 10) AS ""SUM_SAL_D10"", SUM(""SAL"") FILTER (WHERE ""DEPTNO"" = 20) AS ""SUM_SAL_D20"", CAST(COUNT(*) FILTER (WHERE ""DEPTNO"" = 30) AS INTEGER) AS ""COUNT_D30"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 40) AS ""COUNT_D40"", SUM(1) FILTER (WHERE ""DEPTNO"" = 45) AS ""COUNT_D45"", SUM(1) FILTER (WHERE ""DEPTNO"" = 50) AS ""COUNT_D50"", SUM(CAST(NULL AS DECIMAL(19, 9))) AS ""SUM_NULL_D60"", SUM(1) FILTER (WHERE ""DEPTNO"" <> 70) AS ""SUM_NULL_D70"", COUNT(*) FILTER (WHERE ""DEPTNO"" = 20) AS ""COUNT_D20"" FROM ""EMP""",17441.01,87.7895
testPushCountNullableThroughUnion,input-1,"SELECT ""ENAME"", COUNT(""MGR"") FROM (SELECT * FROM ""EMP"" UNION ALL SELECT * FROM ""EMP"") AS ""t1"" GROUP BY ""ENAME""",10966.85,202.9915
testPushCountNullableThroughUnion,input-2,"SELECT ""ENAME"", COALESCE(SUM(""EXPR$1""), 0) FROM (SELECT ""ENAME"", COUNT(""MGR"") AS ""EXPR$1"" FROM ""EMP"" GROUP BY ""ENAME"" UNION ALL SELECT ""ENAME"", COUNT(""MGR"") AS ""EXPR$1"" FROM ""EMP"" GROUP BY ""ENAME"") AS ""t8"" GROUP BY ""ENAME""",7324.38,208.04000000000002
testReduceCase,input-1,"SELECT CASE WHEN FALSE THEN 2.1 ELSE 1 END AS ""NEWCOL"" FROM ""EMP""",4941.0,53.027
testReduceCase,LR-1,"SELECT CASE WHEN FALSE THEN 2.1 ELSE 1 END AS ""NEWCOL"" FROM ""EMP""",4941.0,57.554500000000004
testReduceCase,input-2,"SELECT 1 AS ""NEWCOL"" FROM ""EMP""",4941.0,54.647000000000006
testReduceCase,LR-2,"SELECT 1 AS ""NEWCOL"" FROM ""EMP""",4941.0,54.791
testEmptyAggregateEmptyKeyWithAggregateValuesRule,input-1,"SELECT COUNT(*), SUM(""EMPNO"") FROM ""EMP"" WHERE FALSE",0.01,0.9775
testEmptyAggregateEmptyKeyWithAggregateValuesRule,LR-1,"SELECT * FROM (VALUES (0, NULL)) AS ""T"" (""EXPR0"", ""EXPR1"")",0.01,0.802
testEmptyAggregateEmptyKeyWithAggregateValuesRule,input-2,"SELECT * FROM (VALUES (0, NULL)) AS ""t"" (""EXPR$0"", ""EXPR$1"")",0.01,0.747
testEmptyAggregateEmptyKeyWithAggregateValuesRule,LR-2,"SELECT * FROM (VALUES (0, NULL)) AS ""T"" (""EXPR0"", ""EXPR1"")",0.01,0.4875
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,input-1,"SELECT ""t"".""DEPTNO"" AS ""DEPARTMENT_ID"", ""t"".""SAL"" AS ""SALARY"" FROM (SELECT ""SAL"", ""DEPTNO"" FROM ""EMP"") AS ""t"" INNER JOIN (SELECT ""DEPTNO"" FROM ""DEPT"") AS ""t0"" ON ""t"".""DEPTNO"" = ""t0"".""DEPTNO""",5668.61,100.3995
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,LR-1,"SELECT ""T"".""DEPTNO"" AS ""DEPARTMENT_ID"", ""T"".""SAL"" AS ""SALARY"" FROM (SELECT ""SAL"", ""DEPTNO"" FROM ""EMP"") AS ""T"" INNER JOIN (SELECT ""DEPTNO"" FROM ""DEPT"") AS ""T0"" ON ""T"".""DEPTNO"" = ""T0"".""DEPTNO""",5668.61,98.2005
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,input-2,"SELECT ""DEPTNO"" AS ""DEPARTMENT_ID"", ""SAL"" AS ""SALARY"" FROM (SELECT ""SAL"", ""DEPTNO"" FROM ""EMP"" WHERE EXISTS (SELECT 1 FROM (SELECT ""DEPTNO"" FROM ""DEPT"") AS ""t3"" WHERE ""DEPTNO"" = ""t3"".""DEPTNO"")) AS ""t2""",4941.02,77.1555
testSemiJoinRuleWithJoinOnUniqueInputWithAlias,WT-2,"SELECT ""EMP"".""DEPTNO"" AS ""DEPARTMENT_ID"", ""EMP"".""SAL"" AS ""SALARY"" FROM ""EMP"" AS ""EMP"" WHERE EXISTS (SELECT 1 FROM ""DEPT"" AS ""DEPT"" WHERE ""DEPT"".""DEPTNO"" = ""DEPT"".""DEPTNO"")",4941.02,79.07499999999999
testPullConstantThroughAggregateAllConst,input-1,"SELECT ""t"".""EXPR$0"", 2 + 3 AS ""$f1"", MAX(""t"".""FIVE"") FROM ""EMP"", (VALUES (4, 5)) AS ""t"" (""EXPR$0"", ""FIVE"") GROUP BY ""t"".""EXPR$0"", 2 + 3",6014.66,89.96549999999999
testPullConstantThroughAggregateAllConst,SC-1,"SELECT ""t"".""EXPR$0"", 2 + 3 AS ""$f1"", MAX(""t"".""FIVE"") FROM (VALUES (4, 5)) AS ""t"" (""EXPR$0"", ""FIVE"") GROUP BY ""t"".""EXPR$0""",0.03,1.289
testPullConstantThroughAggregateAllConst,LR-1,"SELECT ""T5827"".""EXPR0"", 2 + 3 AS ""F1"", ""T5827"".""FIVE"" FROM (SELECT FROM ""EMP"" GROUP BY ()) AS ""T5826"", (VALUES (4, 5)) AS ""T5827"" (""EXPR0"", ""FIVE"")",0.02,0.4545
testPullConstantThroughAggregateAllConst,input-2,"SELECT ""t2"".""EXPR$0"", 2 + 3, MAX(""t2"".""FIVE"") FROM ""EMP"" AS ""EMP0"", (VALUES (4, 5)) AS ""t2"" (""EXPR$0"", ""FIVE"") GROUP BY ""t2"".""EXPR$0""",5647.01,110.0575
testPullConstantThroughAggregateAllConst,SC-2,"SELECT ""t2"".""EXPR$0"", 2 + 3, MAX(""t2"".""FIVE"") FROM (VALUES (4, 5)) AS ""t2"" (""EXPR$0"", ""FIVE"") GROUP BY ""t2"".""EXPR$0""",0.03,0.774
testPullConstantThroughAggregateAllConst,LR-2,"SELECT ""T6027"".""EXPR0"", 2 + 3, ""T6027"".""FIVE"" FROM (SELECT FROM ""EMP"" GROUP BY ()) AS ""T6026"", (VALUES (4, 5)) AS ""T6027"" (""EXPR0"", ""FIVE"")",0.02,0.3285
testGroupByDateLiteralSimple,input-1,"SELECT AVG(""EMP"".""SAL"") FROM ""EMP"", (VALUES (DATE '2022-01-01')) AS ""t"" (""$f0"") GROUP BY ""t"".""$f0""",5647.01,102.4795
testGroupByDateLiteralSimple,LR-1,"SELECT AVG(""EMP1127"".""SAL"") FROM ""EMP"" AS ""EMP1127"", (VALUES (DATE '2022-01-01')) AS ""T6211"" (""F0"") GROUP BY ""T6211"".""F0""",5647.01,117.43100000000001
testGroupByDateLiteralSimple,input-2,"SELECT AVG(""EMP0"".""SAL"") FROM ""EMP"" AS ""EMP0"", (VALUES (DATE '2022-01-01')) AS ""t3"" (""$f0"") GROUP BY ""t3"".""$f0""",5647.01,122.9815
testGroupByDateLiteralSimple,LR-2,"SELECT AVG(""EMP1192"".""SAL"") FROM ""EMP"" AS ""EMP1192"", (VALUES (DATE '2022-01-01')) AS ""T6408"" (""F0"") GROUP BY ""T6408"".""F0""",5647.01,108.818
testReduceValuesUnderProjectFilter,input-1,"SELECT ""A"" + ""B"" AS ""X"", ""B"", ""A"" FROM (VALUES (10, 1), (30, 7), (20, 3)) AS ""t"" (""A"", ""B"") WHERE ""A"" - ""B"" < 21",0.05,0.6785
testReduceValuesUnderProjectFilter,LR-1,"SELECT ""A"" + ""B"" AS ""X"", ""B"", ""A"" FROM (VALUES (10, 1), (30, 7), (20, 3)) AS ""T6618"" (""A"", ""B"") WHERE ""A"" - ""B"" < 21",0.05,0.6479999999999999
testReduceValuesUnderProjectFilter,input-2,"SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS ""t"" (""X"", ""B"", ""A"")",0.03,0.8975
testReduceValuesUnderProjectFilter,LR-2,"SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS ""T"" (""X"", ""B"", ""A"")",0.03,0.8475
testMergeMinus,input-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""t"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",15883.25,124.214
testMergeMinus,LR-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""T"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",15883.25,123.01400000000001
testMergeMinus,input-2,"SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",15882.26,99.881
testMergeMinus,LR-2,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""T"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",15883.25,109.7225
testDistinctWithDiffFiltersAndSameGroupSet,input-1,"SELECT COUNT(DISTINCT ""SAL"" > 1000) FILTER (WHERE ""SAL"" < 500), COUNT(DISTINCT ""SAL"" < 500) FILTER (WHERE ""SAL"" > 1000) FROM ""EMP""",8691.01,77.919
testDistinctWithDiffFiltersAndSameGroupSet,LR-1,"SELECT COUNT(DISTINCT ""SAL"" > 1000) FILTER (WHERE ""SAL"" < 500), COUNT(DISTINCT ""SAL"" < 500) FILTER (WHERE ""SAL"" > 1000) FROM ""EMP""",8691.01,77.711
testDistinctWithDiffFiltersAndSameGroupSet,input-2,"SELECT COUNT(""C"") FILTER (WHERE ""$g_0_f_1""), COUNT(""D"") FILTER (WHERE ""$g_0_f_0"") FROM (SELECT ""SAL"" > 1000 AS ""C"", ""SAL"" < 500 AS ""D"", GROUPING(""SAL"" > 1000, ""SAL"" < 500) = 0 AND ""SAL"" > 1000 AS ""$g_0_f_0"", GROUPING(""SAL"" > 1000, ""SAL"" < 500) = 0 AND ""SAL"" < 500 AS ""$g_0_f_1"" FROM ""EMP"" GROUP BY ""SAL"" > 1000, ""SAL"" < 500) AS ""t3""",6382.97,113.3095
