pid,qid,query,cost,time
testGroupByDateLiteralSimple,input-1,"SELECT AVG(""EMP"".""SAL"") FROM ""EMP"", (VALUES (DATE '2022-01-01')) AS ""t"" (""$f0"") GROUP BY ""t"".""$f0""",17418.23,336.621
testGroupByDateLiteralSimple,LR-1,"SELECT AVG(""EMP1127"".""SAL"") FROM ""EMP"" AS ""EMP1127"", (VALUES (DATE '2022-01-01')) AS ""T6211"" (""F0"") GROUP BY ""T6211"".""F0""",17418.23,440.6855
testGroupByDateLiteralSimple,input-2,"SELECT AVG(""EMP0"".""SAL"") FROM ""EMP"" AS ""EMP0"", (VALUES (DATE '2022-01-01')) AS ""t3"" (""$f0"") GROUP BY ""t3"".""$f0""",17418.23,347.68600000000004
testGroupByDateLiteralSimple,LR-2,"SELECT AVG(""EMP1192"".""SAL"") FROM ""EMP"" AS ""EMP1192"", (VALUES (DATE '2022-01-01')) AS ""T6408"" (""F0"") GROUP BY ""T6408"".""F0""",17418.23,368.321
testReduceValuesUnderProjectFilter,input-1,"SELECT ""A"" + ""B"" AS ""X"", ""B"", ""A"" FROM (VALUES (10, 1), (30, 7), (20, 3)) AS ""t"" (""A"", ""B"") WHERE ""A"" - ""B"" < 21",0.05,0.5025
testReduceValuesUnderProjectFilter,LR-1,"SELECT ""A"" + ""B"" AS ""X"", ""B"", ""A"" FROM (VALUES (10, 1), (30, 7), (20, 3)) AS ""T6618"" (""A"", ""B"") WHERE ""A"" - ""B"" < 21",0.05,0.9415
testReduceValuesUnderProjectFilter,input-2,"SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS ""t"" (""X"", ""B"", ""A"")",0.03,0.658
testReduceValuesUnderProjectFilter,LR-2,"SELECT * FROM (VALUES (11, 1, 10), (23, 3, 20)) AS ""T"" (""X"", ""B"", ""A"")",0.03,0.6265
testMergeMinus,input-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""t"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",49175.0,391.5345
testMergeMinus,LR-1,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""T"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",49175.0,413.5165
testMergeMinus,input-2,"SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",49174.0,397.3805
testMergeMinus,LR-2,"SELECT * FROM (SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 10 EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 20) AS ""T"" EXCEPT SELECT * FROM ""EMP"" WHERE ""DEPTNO"" = 30",49175.0,393.3645
testDistinctWithDiffFiltersAndSameGroupSet,input-1,"SELECT COUNT(DISTINCT ""SAL"" > 1000) FILTER (WHERE ""SAL"" < 500), COUNT(DISTINCT ""SAL"" < 500) FILTER (WHERE ""SAL"" > 1000) FROM ""EMP""",35168.01,313.132
testDistinctWithDiffFiltersAndSameGroupSet,LR-1,"SELECT COUNT(DISTINCT ""SAL"" > 1000) FILTER (WHERE ""SAL"" < 500), COUNT(DISTINCT ""SAL"" < 500) FILTER (WHERE ""SAL"" > 1000) FROM ""EMP""",35168.01,317.8285
testDistinctWithDiffFiltersAndSameGroupSet,input-2,"SELECT COUNT(""C"") FILTER (WHERE ""$g_0_f_1""), COUNT(""D"") FILTER (WHERE ""$g_0_f_0"") FROM (SELECT ""SAL"" > 1000 AS ""C"", ""SAL"" < 500 AS ""D"", GROUPING(""SAL"" > 1000, ""SAL"" < 500) = 0 AND ""SAL"" > 1000 AS ""$g_0_f_0"", GROUPING(""SAL"" > 1000, ""SAL"" < 500) = 0 AND ""SAL"" < 500 AS ""$g_0_f_1"" FROM ""EMP"" GROUP BY ""SAL"" > 1000, ""SAL"" < 500) AS ""t3""",19502.63,424.425
